city,city_population,n_watersheds,n_other_cities,dependent_city_pop,watershed_area_sqkm,storage_BCM,yield_BCM,irr_cons_BCM,n_climate_zones,n_transfers_in,n_transfers_out,n_transfers_within,n_hydro_plants,n_thermal_plants,hydro_gen_MWh,thermal_gen_MWh,thermal_cons_BCM,thermal_with_BCM,n_utilities,n_ba,n_crop_classes,cropland_fraction,cropland_runoff_percent,developed_fraction,developed_runoff_percent,n_economic_sectors,max_withdr_dist_km,avg_withdr_dis_km,n_treatment_plants,watershed_pop,pop_cons_m3sec,waste_percent_historical,waste_percent_driest_month
New York | NY,8398748,8,1,8398748,5203.879926427161,2.3480124399,0.5769852290940389,0.004618970160560977,2,NA,NA,NA,5,0,157666.03,0,0,0,0,0,7,0.04730159933297961,0.3475578291571203,0.08224816190404002,1.7070507740496244,13,191.50963674180943,130.71147315931097,0,256644.25497703592,0.5940852543059424,0.31979678607136874,0.6419491780819055
Los Angeles | CA,3990456,30,29,14790722,499549.819907318,129.2864647675068,2.3079409163761557,0.9946672616419763,15,NA,NA,NA,197,38,27284086.793889,132000903.91019307,0.32499637555,1.2873800869,23,11,10,0.012541007383205236,0.011403504341161275,0.01106035800988564,0.02367499125625104,13,843.1371412936694,331.17894484021014,0,3809701.7654618085,8.818773840726305,0.8604817629611603,1.4855526340727878
Chicago | IL,2705994,1,7,1186530,176351.52567197644,6.679331574447762,0.07212315363675487,2.659052459773342,2,NA,NA,NA,88,48,1234261.0152943,83085321.80852039,0.09998781974,9.93110262861,39,2,10,0.25465477322724095,14.100944182462511,0.11823963576287418,3.4900424194835273,13,494.92920414753723,494.92920414753723,0,11021757.760123251,25.513385298288505,5.341059318299295,8.388919073351714
Houston | TX,2325502,2,3,4565557,50273.66597537987,10.081368092844,0.14424630727350973,0.00577922715099157,1,NA,NA,NA,2,18,10485.380000000001,25375484.88112854,0.03070724592,0.50440966791,11,2,10,0.07326262202688191,0.8128724106727004,0.1768837402663997,7.828484461260092,13,102.67287825206006,65.66924782442685,0,7679997.827032814,17.7778125699721,10.35132326059566,21.437176259523486
Phoenix | AZ,1660272,5,17,11957517,486626.69940193836,93.2087331461388,0.5048620754572841,0.8445801445387106,15,NA,NA,NA,85,30,10897412.509889,131388350.1515264,0.32380018599,1.285525236,19,10,10,0.011151347604773274,0.006155942458532974,0.010362304620279695,0.006144310094886882,13,212.08022222006286,103.0001529752647,0,3689220.6866218303,8.539881829805946,1.2457643253304305,2.1080305698899062
Philadelphia | PA,1584138,2,4,10155355,25000.112208339975,2.4580070691203995,0.14424630727350973,0.04133087693294969,2,NA,NA,NA,10,16,245406.27,23756209.84920997,0.04310446367,0.74717179662,14,1,8,0.1128719023372938,2.504383190548268,0.1799513819618756,6.311403899364705,13,15.865748085080849,9.745459362609335,0,4083397.6885623056,9.452330637437797,3.4173662517272962,6.106402176028395
San Antonio | TX,1532233,2,1,1532233,6029.329270818011,1.2712270536384,0.14424630727350973,4.1378283265028565e-4,1,NA,NA,NA,2,0,23851.620000000003,0,0,0,0,0,7,0.009041930373692306,0.014068676435312056,0.08527845166030198,1.083280865594508,12,48.59518775263548,46.50805830245886,0,185761.5715407985,0.4300046010340711,1.376717444144812,1.7741464608713589
San Diego | CA,1425976,25,29,14790722,495121.26274905895,129.50162191738679,1.9473251481923814,0.9911653306167384,15,NA,NA,NA,176,36,26627094.609889,132252807.7435264,0.325166719,1.28761856773,23,11,10,0.012630019423709522,0.011743323298104515,0.01152869398445301,0.034051319308291104,13,1022.2266818424545,376.68268702947864,0,4005380.956729339,9.271735946256209,0.8854733719061406,1.5379030932997513
Dallas | TX,1345047,4,1,1345047,12524.875049303379,5.1709049106384,0.28849261454701947,0.0012261042913239808,1,NA,NA,NA,1,5,4120.38,1002169.82,9.5392332e-4,0.0371727262,3,1,8,0.12433220356533002,2.76711574242537,0.17207345604571678,8.313487224828622,12,119.18435817867304,63.255945929305454,0,1973008.4546854522,4.567159431074979,9.264523733965149,19.806409505852145
San Jose | CA,1030119,19,10,8664633,4520.783844864507,4.006158511392,1.3703399190983425,0.23545214032130574,5,NA,NA,NA,5,0,1520718.31,0,0,0,0,0,9,0.05132592354522984,0.26244543671688453,0.04289569031494297,0.24506033040217384,12,196.08974076964785,64.0661291326786,0,141512.85250877403,0.32757678124436024,0.8696709191996336,2.1865121804162913
Austin | TX,964254,1,3,1207821,97194.74854766959,6.4692812784600005,0.07212315363675487,0.6764834590231351,3,NA,NA,NA,6,10,227513,7425959.618424134,0.00982313895,0.11094658169,9,2,8,0.1451630968743465,1.0386442737068395,0.052090393585128764,0.6055404828387463,13,3.5032357466202773,3.5032357466202773,0,939405.3594711649,2.174554314211042,1.2845909214665785,2.0171670985478007
Jacksonville | FL,903889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fort Worth | TX,895008,4,1,895008,14179.575663218608,2.0574377325119997,0.28849261454701947,0.001265518317231267,1,NA,NA,NA,0,4,0,6168547.0780428965,0.00461062938,0.0063443471599999995,3,1,9,0.1072620346638922,3.862695666198452,0.1044151419798513,1.6649538681782379,13,144.92495933543125,75.83661661798648,0,501354.132330735,1.160544572601832,0.7426004874703012,1.6925147519946442
Columbus | OH,892533,2,1,892533,3412.9544356763045,0.15392350224,0.14424630727350973,0.01169548622981943,2,NA,NA,NA,1,0,6026.56,0,0,0,0,0,7,0.6556471046165091,81.44977039334637,0.12034360115643004,3.100679197394439,13,17.969259611162006,13.361735373386725,0,326529.245325052,0.7558564276633368,2.24159442278256,6.88552610839524
